"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Feb 26 15:14:43 CST 2021","Fri Feb 26 15:14:43 CST 2021","187","","test_api","Test_Openapi","","","20210226143151297-查看删除用户","TestCase ID: 9d39a5ca-0a7e-4114-8e9b-931e8f748f6e"
"passed","Fri Feb 26 15:14:43 CST 2021","Fri Feb 26 15:14:43 CST 2021","141","","test_api","Test_Openapi","","","20210226145159762-查看用户数量","TestCase ID: 6e746c00-1275-4026-9c4d-6f5b6cdc3ed8"
"passed","Fri Feb 26 15:14:42 CST 2021","Fri Feb 26 15:14:42 CST 2021","78","","test_api","Test_Openapi","","","20210226143741877-未登录增加用户","TestCase ID: a24d2a8b-212b-42d2-89e1-df1bc729ded4"
"passed","Fri Feb 26 15:14:42 CST 2021","Fri Feb 26 15:14:42 CST 2021","396","","test_api","Test_Openapi","","","20210225225256293-登录失败","TestCase ID: 472b56c2-c915-4398-832b-bc30202ebaa4"
"passed","Fri Feb 26 15:14:42 CST 2021","Fri Feb 26 15:14:42 CST 2021","110","","test_api","Test_Openapi","","","20210226140421294-新增用户","TestCase ID: a11cb1a2-940e-453f-b3de-3b80a39ff978"
"passed","Fri Feb 26 15:14:42 CST 2021","Fri Feb 26 15:14:43 CST 2021","125","","test_api","Test_Openapi","","","20210226145040916-查看用户","TestCase ID: c93ab11c-ea99-4120-8545-02416725c046"
"passed","Fri Feb 26 15:14:43 CST 2021","Fri Feb 26 15:14:43 CST 2021","172","","test_api","Test_Openapi","","","20210226145219431-删除用户1","TestCase ID: 7854bc23-89e3-47d5-9134-3a76fb99c991"
"passed","Fri Feb 26 15:14:42 CST 2021","Fri Feb 26 15:14:42 CST 2021","93","","test_api","Test_Openapi","","","20210226112126933-登录成功","TestCase ID: 51555a99-2e57-4c0f-81b2-977f2873c597"
